# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  3 06:03:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,st_dist,st_teff,st_mass
1,11 Com,Radial Velocity,1,326.03000000,1.290000,110.62,4742.00,2.70
2,11 UMi,Radial Velocity,1,516.22000000,1.540000,119.47,4340.00,1.80
3,14 And,Radial Velocity,1,185.84000000,0.830000,76.39,4813.00,2.20
4,14 Her,Radial Velocity,1,1773.40000000,2.770000,18.15,5311.00,0.90
5,16 Cyg B,Radial Velocity,1,798.50000000,1.681000,21.41,5674.00,0.99
6,18 Del,Radial Velocity,1,993.30000000,2.600000,73.10,4979.00,2.30
7,1RXS J160929.1-210524,Imaging,1,,330.000000,145.00,4060.00,0.85
8,24 Sex,Radial Velocity,2,452.80000000,1.333000,74.79,5098.00,1.54
9,24 Sex,Radial Velocity,2,883.00000000,2.080000,74.79,5098.00,1.54
10,2MASS J01225093-2439505,Imaging,1,,52.000000,36.00,3530.00,0.40
11,2MASS J02192210-3925225,Imaging,1,,156.000000,39.40,3064.00,0.11
12,2MASS J04414489+2301513,Imaging,1,,15.000000,140.00,,0.02
13,2MASS J12073346-3932539,Imaging,1,,46.000000,52.40,,0.02
14,2MASS J19383260+4603591,Eclipse Timing Variations,1,416.00000000,0.920000,,,0.48
15,2MASS J21402931+1625183 A,Imaging,1,7336.50000000,,25.00,2300.00,0.08
16,2MASS J22362452+4751425,Imaging,1,,230.000000,74.00,4045.00,0.60
17,30 Ari B,Radial Velocity,1,335.10000000,0.995000,39.43,6300.00,1.16
18,4 UMa,Radial Velocity,1,269.30000000,0.870000,77.40,4415.00,1.23
19,42 Dra,Radial Velocity,1,479.10000000,1.190000,97.28,4200.00,0.98
20,47 UMa,Radial Velocity,3,1078.00000000,2.100000,14.08,5892.00,1.03
21,47 UMa,Radial Velocity,3,2391.00000000,3.600000,14.08,5892.00,1.03
22,47 UMa,Radial Velocity,3,14002.00000000,11.600000,14.08,5892.00,1.03
23,51 Eri,Imaging,1,,13.200000,29.40,,1.75
24,51 Peg,Radial Velocity,1,4.23078500,0.052700,15.36,5793.00,1.12
25,55 Cnc,Radial Velocity,5,14.65152000,0.115227,12.53,5196.00,0.91
26,55 Cnc,Radial Velocity,5,44.41750000,0.241376,12.53,5196.00,0.91
27,55 Cnc,Radial Velocity,5,4825.00000000,5.503000,12.53,5196.00,0.91
28,55 Cnc,Radial Velocity,5,0.73653900,0.015440,12.53,5196.00,0.91
29,55 Cnc,Radial Velocity,5,262.00000000,0.788000,12.53,5196.00,0.91
30,6 Lyn,Radial Velocity,1,874.77400000,2.180000,56.95,4978.00,1.70
31,61 Vir,Radial Velocity,3,4.21500000,0.050201,8.52,5577.00,0.94
32,61 Vir,Radial Velocity,3,38.02100000,0.217500,8.52,5577.00,0.94
33,61 Vir,Radial Velocity,3,123.01000000,0.476000,8.52,5577.00,0.94
34,7 CMa,Radial Velocity,1,796.00000000,1.930000,19.84,4792.00,1.52
35,70 Vir,Radial Velocity,1,116.69260000,0.481000,18.11,5439.00,1.09
36,75 Cet,Radial Velocity,1,691.90000000,2.100000,81.50,4846.00,2.49
37,8 UMi,Radial Velocity,1,93.40000000,0.490000,159.10,4847.40,1.80
38,81 Cet,Radial Velocity,1,952.70000000,2.500000,97.18,4785.00,2.40
39,91 Aqr,Radial Velocity,1,181.40000000,0.700000,45.52,4665.00,1.40
40,AB Pic,Imaging,1,,260.000000,45.52,,
41,BD+03 2562,Radial Velocity,1,481.90000000,1.300000,2618.00,4095.00,1.14
42,BD+14 4559,Radial Velocity,1,268.94000000,0.777000,50.03,5008.00,0.86
43,BD+15 2375,Radial Velocity,1,153.22000000,0.576000,774.00,4649.00,1.08
44,BD+15 2940,Radial Velocity,1,137.48000000,0.539000,175.44,4796.00,1.10
45,BD+20 1790,Radial Velocity,1,7.78287000,0.066000,25.40,4410.00,0.63
46,BD+20 2457,Radial Velocity,2,379.63000000,1.450000,200.00,4137.00,2.80
47,BD+20 2457,Radial Velocity,2,621.99000000,2.010000,200.00,4137.00,2.80
48,BD+20 274,Radial Velocity,1,578.20000000,1.300000,,4296.00,0.80
49,BD+20 594,Transit,1,41.68550000,0.241000,,5766.00,0.96
50,BD+48 738,Radial Velocity,1,392.60000000,1.000000,,4414.00,0.74
51,BD+48 740,Radial Velocity,1,733.00000000,1.700000,751.87,4534.00,1.09
52,BD+49 828,Radial Velocity,1,2590.00000000,4.200000,,4943.00,1.52
53,BD-06 1339,Radial Velocity,2,3.87280000,0.042800,20.10,4324.00,0.70
54,BD-06 1339,Radial Velocity,2,125.94000000,0.435000,20.10,4324.00,0.70
55,BD-08 2823,Radial Velocity,2,5.60000000,0.056000,42.09,4746.00,0.74
56,BD-08 2823,Radial Velocity,2,237.60000000,0.680000,42.09,4746.00,0.74
57,BD-10 3166,Radial Velocity,1,3.48777000,0.045200,80.00,5393.00,1.01
58,BD-11 4672,Radial Velocity,1,1667.00000000,2.280000,27.30,4475.00,0.57
59,BD-13 2130,Radial Velocity,1,714.30000000,2.100000,766.00,,2.40
60,BD-17 63,Radial Velocity,1,655.60000000,1.340000,37.54,4714.00,0.74
61,CFBDSIR J145829+101343,Imaging,1,10037.50000000,2.600000,23.10,580.50,0.02
62,CHXR 73,Imaging,1,,210.000000,,,0.35
63,CT Cha,Imaging,1,,440.000000,165.00,,
64,CoRoT-1,Transit,1,1.50895570,,,5950.00,0.95
65,CoRoT-10,Transit,1,13.24060000,0.105500,345.00,5075.00,0.89
66,CoRoT-11,Transit,1,2.99433000,0.043600,560.00,6440.00,1.27
67,CoRoT-12,Transit,1,2.82804200,0.040160,1150.00,5675.00,1.08
68,CoRoT-13,Transit,1,4.03519000,0.051000,1060.00,5945.00,1.09
69,CoRoT-14,Transit,1,1.51214000,0.027000,1340.00,6035.00,1.13
70,CoRoT-16,Transit,1,5.35227000,0.061800,840.00,5650.00,1.10
71,CoRoT-17,Transit,1,3.76810000,0.046100,920.00,5740.00,1.04
72,CoRoT-18,Transit,1,1.90006930,0.029500,870.00,5440.00,0.95
73,CoRoT-19,Transit,1,3.89713000,0.051800,770.00,6090.00,1.21
74,CoRoT-2,Transit,1,1.74299350,0.027980,200.00,5625.00,0.96
75,CoRoT-20,Transit,1,9.24285000,0.090200,1230.00,5880.00,1.14
76,CoRoT-22,Transit,1,9.75598000,0.092000,592.00,5939.00,1.10
77,CoRoT-23,Transit,1,3.63130000,0.048000,600.00,5900.00,1.14
78,CoRoT-24,Transit,2,5.11340000,0.056000,600.00,4950.00,0.91
79,CoRoT-24,Transit,2,11.75900000,0.098000,600.00,4950.00,0.91
80,CoRoT-25,Transit,1,4.86069000,0.057800,1000.00,6040.00,1.09
81,CoRoT-26,Transit,1,4.20474000,0.052600,1670.00,5590.00,1.09
82,CoRoT-27,Transit,1,3.57532000,0.047600,,5900.00,1.05
83,CoRoT-28,Transit,1,5.20851000,0.060300,560.00,5150.00,1.01
84,CoRoT-29,Transit,1,2.85057000,0.038600,765.00,5260.00,0.97
85,CoRoT-3,Transit,1,4.25680000,,680.00,6740.00,1.37
86,CoRoT-4,Transit,1,9.20205000,0.090000,,6190.00,1.16
87,CoRoT-5,Transit,1,4.03789620,0.049470,,6100.00,1.00
88,CoRoT-6,Transit,1,8.88659300,0.085500,,6090.00,1.05
89,CoRoT-7,Transit,2,0.85359159,0.017016,153.70,5259.00,0.91
90,CoRoT-7,Radial Velocity,2,3.69800000,0.046000,153.70,5259.00,0.91
91,CoRoT-8,Transit,1,6.21229000,0.063000,380.00,5080.00,0.88
92,CoRoT-9,Transit,1,95.27265600,0.402100,460.00,5625.00,0.96
93,CoRoTID 223977153,Transit,1,6.71837000,0.071000,,5970.00,1.08
94,DENIS-P J082303.1-491201,Astrometry,1,246.36000000,0.360000,20.77,,0.07
95,DH Tau,Imaging,1,,330.000000,140.00,,0.33
96,DP Leo,Eclipse Timing Variations,1,10220.00000000,8.190000,,,0.69
97,EPIC 211822797,Transit,1,21.16986100,0.131000,,4148.21,0.66
98,EPIC 220674823,Transit,2,0.57133600,0.013120,,5496.00,0.92
99,EPIC 220674823,Transit,2,13.33870000,0.107100,,5496.00,0.92
100,FU Tau,Imaging,1,,800.000000,140.00,2838.00,0.05
101,Fomalhaut,Imaging,1,555530.00000000,160.000000,7.70,,1.92
102,GJ 1132,Transit,1,1.62892870,0.015330,12.04,,0.18
103,GJ 1148,Radial Velocity,2,41.38000000,0.166000,11.03,,
104,GJ 1148,Radial Velocity,2,532.58000000,0.912000,11.03,,
105,GJ 1214,Transit,1,1.58040456,0.014110,12.95,3170.00,0.16
106,GJ 163,Radial Velocity,3,8.63182000,0.060700,14.97,3500.00,0.40
107,GJ 163,Radial Velocity,3,25.63058000,0.125400,14.97,3500.00,0.40
108,GJ 163,Radial Velocity,3,603.95116000,1.030400,14.97,3500.00,0.40
109,GJ 179,Radial Velocity,1,2288.00000000,2.410000,12.12,3370.00,0.36
110,GJ 273,Radial Velocity,2,18.64980000,0.091101,3.80,3382.00,0.29
111,GJ 273,Radial Velocity,2,4.72340000,0.036467,3.80,3382.00,0.29
112,GJ 3021,Radial Velocity,1,133.71000000,0.490000,17.62,5540.00,0.90
113,GJ 3138,Radial Velocity,3,1.22003000,0.019700,28.48,3717.00,0.68
114,GJ 3138,Radial Velocity,3,5.97400000,0.057000,28.48,3717.00,0.68
115,GJ 3138,Radial Velocity,3,257.80000000,0.698000,28.48,3717.00,0.68
116,GJ 317,Radial Velocity,1,692.00000000,1.150000,15.10,3510.00,0.42
117,GJ 328,Radial Velocity,1,4100.00000000,4.500000,20.03,3900.00,0.69
118,GJ 3293,Radial Velocity,4,30.59870000,0.143390,15.77,3466.00,0.42
119,GJ 3293,Radial Velocity,4,122.61960000,0.361750,15.77,3466.00,0.42
120,GJ 3293,Radial Velocity,4,48.13450000,0.193940,15.77,3466.00,0.42
121,GJ 3293,Radial Velocity,4,13.25430000,0.082080,15.77,3466.00,0.42
122,GJ 3323,Radial Velocity,2,5.36360000,0.032820,5.32,3159.00,0.16
123,GJ 3323,Radial Velocity,2,40.54000000,0.126400,5.32,3159.00,0.16
124,GJ 3341,Radial Velocity,1,14.20700000,0.089000,23.16,3526.00,0.47
125,GJ 3470,Radial Velocity,1,3.33664870,0.031000,25.20,3652.00,0.51
126,GJ 3634,Radial Velocity,1,2.64561000,0.028700,19.80,,0.45
127,GJ 3942,Radial Velocity,1,6.90500000,0.060800,16.96,3867.00,0.63
128,GJ 3998,Radial Velocity,2,2.64977000,0.029000,17.79,3722.00,0.50
129,GJ 3998,Radial Velocity,2,13.74000000,0.089000,17.79,3722.00,0.50
130,GJ 433,Radial Velocity,1,7.37090000,0.058000,9.04,3600.00,0.48
131,GJ 436,Radial Velocity,1,2.64388312,0.029100,10.23,,0.47
132,GJ 504,Imaging,1,,43.500000,17.95,6234.00,1.22
133,GJ 536,Radial Velocity,1,8.70760000,0.066610,10.03,3685.00,0.52
134,GJ 581,Radial Velocity,3,5.36860000,0.040610,6.27,,0.31
135,GJ 581,Radial Velocity,3,12.91400000,0.072100,6.27,,0.31
136,GJ 581,Radial Velocity,3,3.14900000,0.028150,6.27,,0.31
137,GJ 625,Radial Velocity,1,14.62800000,0.078361,6.49,3499.00,0.30
138,GJ 649,Radial Velocity,1,598.30000000,1.135000,10.32,3700.00,0.54
139,GJ 667 C,Radial Velocity,5,7.20040000,0.050500,6.80,3350.00,0.33
140,GJ 667 C,Radial Velocity,5,28.14000000,0.125000,6.80,3350.00,0.33
141,GJ 667 C,Radial Velocity,5,62.24000000,0.213000,6.80,3350.00,0.33
142,GJ 667 C,Radial Velocity,5,39.02600000,0.156000,6.80,3350.00,0.33
143,GJ 667 C,Radial Velocity,5,256.20000000,0.549000,6.80,3350.00,0.33
144,GJ 674,Radial Velocity,1,4.69380000,0.039000,4.54,3600.00,0.35
145,GJ 676 A,Radial Velocity,4,1051.10000000,1.812000,16.90,,0.71
146,GJ 676 A,Radial Velocity,4,7337.00000000,6.600000,16.90,,0.71
147,GJ 676 A,Radial Velocity,4,3.60050000,,16.90,,0.71
148,GJ 676 A,Radial Velocity,4,35.39000000,,16.90,,0.71
149,GJ 687,Radial Velocity,1,38.14000000,0.163530,4.53,3413.00,0.41
150,GJ 832,Radial Velocity,2,3657.00000000,3.560000,4.94,3472.00,0.45
151,GJ 832,Radial Velocity,2,35.68000000,0.163000,4.94,3472.00,0.45
152,GJ 849,Radial Velocity,1,1845.00000000,2.320000,8.77,,0.49
153,GJ 86,Radial Velocity,1,15.76491000,0.113000,10.91,5151.00,0.77
154,GJ 876,Radial Velocity,4,61.11660000,0.208317,4.70,,0.32
155,GJ 876,Radial Velocity,4,30.08810000,0.129590,4.70,,0.32
156,GJ 876,Radial Velocity,4,1.93778000,0.020807,4.70,,0.32
157,GJ 876,Radial Velocity,4,124.26000000,0.334300,4.70,,0.32
158,GJ 9827,Transit,3,1.20895700,0.020000,30.30,4255.00,0.66
159,GJ 9827,Transit,3,3.64802000,0.042000,30.30,4255.00,0.66
160,GJ 9827,Transit,3,6.20141000,0.060000,30.30,4255.00,0.66
161,GQ Lup,Imaging,1,,100.000000,139.00,,0.70
162,GSC 06214-00210,Imaging,1,,320.000000,145.00,4200.00,0.90
163,GU Psc,Imaging,1,,2000.000000,48.00,,0.33
164,HAT-P-1,Transit,1,4.46529976,0.055610,139.00,5980.00,1.15
165,HAT-P-11,Transit,1,4.88781620,0.053000,38.00,4780.00,0.81
166,HAT-P-12,Transit,1,3.21305980,0.038400,142.50,4650.00,0.73
167,HAT-P-13,Transit,2,2.91625000,,214.00,5653.00,1.22
168,HAT-P-13,Radial Velocity,2,446.27000000,,214.00,5653.00,1.22
169,HAT-P-14,Transit,1,4.62766900,0.060600,205.00,6600.00,1.39
170,HAT-P-15,Transit,1,10.86350200,0.096400,190.00,5568.00,1.01
171,HAT-P-16,Transit,1,2.77596000,0.041300,235.00,6158.00,1.22
172,HAT-P-17,Transit,2,10.33852300,0.088200,90.00,5246.00,0.86
173,HAT-P-17,Radial Velocity,2,5584.00000000,5.600000,90.00,5246.00,0.86
174,HAT-P-18,Transit,1,5.50802300,0.055900,166.00,4803.00,0.77
175,HAT-P-19,Transit,1,4.00877800,0.046600,215.00,4990.00,0.84
176,HAT-P-2,Transit,1,5.63347290,0.068780,135.32,6290.00,1.36
177,HAT-P-20,Transit,1,2.87531700,0.036100,70.00,4595.00,0.76
178,HAT-P-21,Transit,1,4.12448100,0.049400,254.00,5588.00,0.95
179,HAT-P-22,Transit,1,3.21222000,0.041400,82.00,5302.00,0.92
180,HAT-P-23,Transit,1,1.21288287,0.023020,393.00,5885.00,1.10
181,HAT-P-24,Transit,1,3.35524000,0.046500,396.00,6373.00,1.19
182,HAT-P-25,Transit,1,3.65283600,0.046600,297.00,5500.00,1.01
183,HAT-P-26,Transit,1,4.23451600,0.047900,134.00,5079.00,0.82
184,HAT-P-27,Transit,1,3.03957700,0.040000,204.00,5300.00,0.94
185,HAT-P-28,Transit,1,3.25721500,0.043400,395.00,5680.00,1.02
186,HAT-P-29,Transit,1,5.72318600,0.066700,322.00,6087.00,1.21
187,HAT-P-3,Transit,1,2.89973600,0.038660,138.00,5185.00,0.92
188,HAT-P-30,Transit,1,2.81059500,0.041900,193.00,6304.00,1.24
189,HAT-P-31,Transit,1,5.00542500,0.055000,354.00,6065.00,1.22
190,HAT-P-32,Transit,1,2.15000805,0.034300,283.00,6269.00,
191,HAT-P-33,Transit,1,3.47447400,0.049900,387.00,6446.00,1.38
192,HAT-P-34,Transit,1,5.45265400,0.067700,257.00,6442.00,1.39
193,HAT-P-35,Transit,1,3.64670600,0.049800,535.00,6096.00,1.24
194,HAT-P-36,Transit,1,1.32734700,0.023800,317.00,5560.00,1.02
195,HAT-P-37,Transit,1,2.79743600,0.037900,411.00,5500.00,0.93
196,HAT-P-38,Transit,1,4.64038200,0.052300,249.00,5330.00,0.89
197,HAT-P-39,Transit,1,3.54387000,0.050900,642.00,6430.00,1.40
198,HAT-P-4,Transit,1,3.05653600,0.044380,314.00,5860.00,1.26
199,HAT-P-40,Transit,1,4.45724300,0.060800,501.00,6080.00,1.51
200,HAT-P-41,Transit,1,2.69404700,0.042600,344.00,6390.00,1.42
201,HAT-P-42,Transit,1,4.64187800,0.057500,447.00,5743.00,1.18
202,HAT-P-43,Transit,1,3.33268700,0.044300,542.00,5645.00,1.05
203,HAT-P-44,Transit,2,4.30121900,0.050700,363.00,5295.00,0.94
204,HAT-P-44,Radial Velocity,2,872.20000000,1.752000,363.00,5295.00,0.94
205,HAT-P-45,Transit,1,3.12899200,0.045200,305.00,6330.00,1.26
206,HAT-P-46,Transit,1,4.46312900,0.057700,296.00,6120.00,1.28
207,HAT-P-49,Transit,1,2.69154800,0.043800,322.00,6820.00,1.54
208,HAT-P-5,Transit,1,2.78849100,0.040750,340.00,5960.00,1.16
209,HAT-P-50,Transit,1,3.12201090,0.045300,497.00,6280.00,1.27
210,HAT-P-51,Transit,1,4.21802780,0.050690,470.00,5449.00,0.98
211,HAT-P-52,Transit,1,2.75359530,0.036940,385.00,5131.00,0.89
212,HAT-P-53,Transit,1,1.96162410,0.031590,719.00,5956.00,1.09
213,HAT-P-54,Transit,1,3.79984700,0.041170,,4390.00,0.65
214,HAT-P-55,Transit,1,3.58524670,0.046040,480.00,5808.00,1.01
215,HAT-P-56,Transit,1,2.79083270,0.042300,310.50,6566.00,1.30
216,HAT-P-57,Transit,1,2.46529500,0.040600,303.00,7500.00,1.47
217,HAT-P-6,Transit,1,3.85298500,0.052350,261.00,6570.00,1.29
218,HAT-P-65,Transit,1,2.60545520,0.039510,841.00,5835.00,1.21
219,HAT-P-66,Transit,1,2.97208600,0.043630,927.00,6002.00,1.25
220,HAT-P-67,Transit,1,4.81010250,0.065050,320.00,6406.00,1.64
221,HAT-P-7,Transit,1,2.20473720,0.036760,320.00,6441.00,1.47
222,HAT-P-8,Transit,1,3.07637760,0.048700,230.00,6200.00,1.28
223,HAT-P-9,Transit,1,3.92289000,0.053000,480.00,6350.00,1.28
224,HATS-1,Transit,1,3.44645900,0.044400,303.00,5870.00,0.99
225,HATS-10,Transit,1,3.31284600,0.044910,496.00,5880.00,1.10
226,HATS-11,Transit,1,3.61916340,,,6060.00,1.00
227,HATS-12,Transit,1,3.14283470,,,6408.00,1.49
228,HATS-13,Transit,1,3.04404990,0.040570,476.00,5523.00,0.96
229,HATS-14,Transit,1,2.76676410,0.038150,513.00,5346.00,0.97
230,HATS-15,Transit,1,1.74748753,0.027120,689.00,5311.00,0.87
231,HATS-16,Transit,1,2.68650200,0.037440,774.00,5738.00,0.97
232,HATS-17,Transit,1,16.25461100,0.130800,339.00,5846.00,1.13
233,HATS-18,Transit,1,0.83784340,0.017610,645.00,5600.00,1.04
234,HATS-2,Transit,1,1.35413300,0.023000,360.00,5227.00,0.88
235,HATS-22,Transit,1,4.72281240,0.050250,207.90,4803.00,0.76
236,HATS-23,Transit,1,2.16051560,0.033970,747.00,5780.00,1.12
237,HATS-24,Transit,1,1.34849540,0.025470,510.00,6346.00,1.21
238,HATS-25,Transit,1,4.29864320,0.051630,466.00,5715.00,0.99
239,HATS-26,Transit,1,3.30238810,0.047350,907.00,6071.00,1.30
240,HATS-27,Transit,1,4.63703800,0.061100,840.00,6438.00,1.42
241,HATS-28,Transit,1,3.18107810,0.041310,521.00,5498.00,0.93
242,HATS-29,Transit,1,4.60587490,0.054750,351.00,5670.00,1.03
243,HATS-3,Transit,1,3.54785100,0.048500,453.00,6351.00,1.21
244,HATS-30,Transit,1,3.17435160,0.043540,339.00,5943.00,1.09
245,HATS-31,Transit,1,3.37796000,0.047800,872.00,6050.00,1.27
246,HATS-32,Transit,1,2.81265480,0.040240,839.00,5700.00,1.10
247,HATS-33,Transit,1,2.54955510,0.037270,255.00,5659.00,1.06
248,HATS-34,Transit,1,2.10616070,0.031660,532.00,5380.00,0.95
249,HATS-35,Transit,1,1.82099930,0.031990,557.00,6300.00,1.32
250,HATS-36,Transit,1,4.17523870,0.054250,962.00,6149.00,1.22
251,HATS-4,Transit,1,2.51672900,0.036200,420.00,5403.00,1.00
252,HATS-5,Transit,1,4.76338700,0.054200,257.00,5304.00,0.94
253,HATS-50,Transit,1,3.82970150,0.050460,717.00,5990.00,1.17
254,HATS-51,Transit,1,3.34887020,0.046390,478.00,5758.00,1.19
255,HATS-52,Transit,1,1.36665436,0.024980,631.00,6010.00,1.11
256,HATS-53,Transit,1,3.85377680,0.047530,613.00,5644.00,0.96
257,HATS-6,Transit,1,3.32527250,0.036230,148.40,3724.00,0.57
258,HATS-8,Transit,1,3.58389300,0.046670,829.00,5679.00,1.06
259,HATS-9,Transit,1,1.91531100,,622.00,5366.00,1.03
260,HD 100546,Imaging,1,,53.000000,97.00,10500.00,2.40
261,HD 100655,Radial Velocity,1,157.57000000,0.760000,140.85,4861.00,2.40
262,HD 100777,Radial Velocity,1,383.70000000,1.030000,52.80,5582.00,1.01
263,HD 10180,Radial Velocity,6,5.75969000,0.064120,39.02,5911.00,1.06
264,HD 10180,Radial Velocity,6,16.35700000,0.128590,39.02,5911.00,1.06
265,HD 10180,Radial Velocity,6,49.74800000,0.269900,39.02,5911.00,1.06
266,HD 10180,Radial Velocity,6,122.74400000,0.492900,39.02,5911.00,1.06
267,HD 10180,Radial Velocity,6,604.67000000,1.427000,39.02,5911.00,1.06
268,HD 10180,Radial Velocity,6,2205.00000000,3.381000,39.02,5911.00,1.06
269,HD 101930,Radial Velocity,1,70.46000000,0.302000,30.50,5079.00,0.74
270,HD 102117,Radial Velocity,1,20.81330000,0.153200,42.00,5695.00,1.11
271,HD 102195,Radial Velocity,1,4.11377500,,28.98,5291.00,0.87
272,HD 102272,Radial Velocity,1,127.58000000,0.614000,164.20,4908.00,1.90
273,HD 102329,Radial Velocity,1,778.10000000,2.030000,138.50,4830.00,1.95
274,HD 102365,Radial Velocity,1,122.10000000,0.460000,9.24,5630.00,0.85
275,HD 102956,Radial Velocity,1,6.49500000,0.081000,121.07,5054.00,1.68
276,HD 103197,Radial Velocity,1,47.84000000,0.249000,49.33,5303.00,0.90
277,HD 103720,Radial Velocity,1,4.55570000,0.049800,41.60,5017.00,0.79
278,HD 103774,Radial Velocity,1,5.88810000,0.070000,53.08,6489.00,1.33
279,HD 104067,Radial Velocity,1,55.80600000,0.264300,20.82,4969.00,0.79
280,HD 10442,Radial Velocity,1,1043.00000000,2.335000,,5034.00,1.56
281,HD 104985,Radial Velocity,1,199.50500000,0.950000,102.04,4877.00,2.30
282,HD 106252,Radial Velocity,1,1531.00000000,2.611000,37.40,5870.00,1.01
283,HD 106270,Radial Velocity,1,2890.00000000,4.300000,87.87,5638.00,1.32
284,HD 106315,Transit,2,9.55385000,0.088870,,6254.00,1.03
285,HD 106315,Transit,2,21.05800000,0.150300,,6254.00,1.03
286,HD 10647,Radial Velocity,1,989.20000000,2.015000,17.35,6218.00,1.11
287,HD 106515 A,Radial Velocity,1,3630.00000000,4.590000,36.36,5362.00,0.97
288,HD 106906,Imaging,1,,650.000000,91.83,6516.00,1.50
289,HD 10697,Radial Velocity,1,1075.20000000,2.131000,32.60,5680.00,1.11
290,HD 107148,Radial Velocity,1,48.05600000,0.269000,51.26,5797.00,1.12
291,HD 108147,Radial Velocity,1,10.89850000,0.102000,38.56,6265.00,1.27
292,HD 108341,Radial Velocity,1,1129.00000000,2.000000,49.40,5122.00,0.84
293,HD 108863,Radial Velocity,1,443.40000000,1.400000,138.50,4956.00,1.85
294,HD 108874,Radial Velocity,2,395.80000000,1.038000,68.50,5551.00,0.95
295,HD 108874,Radial Velocity,2,1624.00000000,2.659000,68.50,5551.00,0.95
296,HD 109246,Radial Velocity,1,68.27000000,0.330000,65.60,5844.00,1.01
297,HD 109271,Radial Velocity,2,7.85430000,0.079000,56.92,5783.00,1.05
298,HD 109271,Radial Velocity,2,30.93000000,0.196000,56.92,5783.00,1.05
299,HD 109749,Radial Velocity,1,5.24000000,0.063500,59.03,5903.00,1.20
300,HD 110014,Radial Velocity,1,835.47700000,2.140000,90.00,4445.00,2.17
301,HD 111232,Radial Velocity,1,1143.00000000,1.970000,28.88,5494.00,0.78
302,HD 111591,Radial Velocity,1,1056.40000000,2.500000,108.46,4884.00,1.94
303,HD 111998,Radial Velocity,1,825.90000000,1.820000,32.73,6557.00,1.18
304,HD 113337,Radial Velocity,1,324.00000000,0.920000,37.42,6576.60,1.40
305,HD 113538,Radial Velocity,2,663.20000000,1.240000,15.90,4462.00,0.58
306,HD 113538,Radial Velocity,2,1818.00000000,2.440000,15.90,4462.00,0.58
307,HD 113996,Radial Velocity,1,610.20000000,1.600000,101.63,4181.00,1.49
308,HD 114386,Radial Velocity,1,937.70000000,1.650000,28.04,4804.00,0.68
309,HD 114613,Radial Velocity,1,3827.00000000,5.160000,20.48,5729.00,1.36
310,HD 114729,Radial Velocity,1,1114.00000000,2.110000,35.00,5821.00,1.00
311,HD 114762,Radial Velocity,1,83.91510000,0.353000,40.57,5673.00,0.83
312,HD 114783,Radial Velocity,1,493.70000000,1.160000,20.40,5135.00,0.85
313,HD 11506,Radial Velocity,2,1627.50000000,2.708000,51.70,6055.00,1.24
314,HD 11506,Radial Velocity,2,223.60000000,0.721000,51.70,6055.00,1.24
315,HD 116029,Radial Velocity,1,670.00000000,1.780000,110.62,4951.00,1.58
316,HD 117207,Radial Velocity,1,2597.00000000,3.790000,33.01,5724.00,1.08
317,HD 11755,Radial Velocity,1,433.70000000,1.080000,231.50,4312.50,0.90
318,HD 117618,Radial Velocity,1,25.82700000,0.176000,38.02,5990.00,1.08
319,HD 118203,Radial Velocity,1,6.13350000,0.070000,88.57,5600.00,1.23
320,HD 11964,Radial Velocity,2,1945.00000000,3.160000,33.98,5349.00,1.12
321,HD 11964,Radial Velocity,2,37.91000000,0.229000,33.98,5349.00,1.12
322,HD 11977,Radial Velocity,1,711.00000000,1.930000,66.49,4970.00,1.91
323,HD 120084,Radial Velocity,1,2082.00000000,4.300000,97.66,4892.00,2.39
324,HD 121504,Radial Velocity,1,63.33000000,0.330000,44.37,6075.00,1.18
325,HD 12484,Radial Velocity,1,58.83000000,0.297000,51.10,5920.00,1.01
326,HD 125595,Radial Velocity,1,9.67370000,0.080900,27.45,4908.00,0.76
327,HD 125612,Radial Velocity,3,559.40000000,1.370000,52.83,5900.00,1.09
328,HD 125612,Radial Velocity,3,4.15470000,0.050000,52.83,5900.00,1.09
329,HD 125612,Radial Velocity,3,3008.00000000,4.200000,52.83,5900.00,1.09
330,HD 12648,Radial Velocity,1,133.60000000,0.540000,158.40,4835.80,1.20
331,HD 12661,Radial Velocity,2,262.70900000,0.807900,37.16,5748.00,1.02
332,HD 12661,Radial Velocity,2,1708.00000000,2.814500,37.16,5748.00,1.02
333,HD 126614,Radial Velocity,1,1244.00000000,2.350000,68.35,5585.00,1.15
334,HD 128311,Radial Velocity,2,453.01900000,1.084000,16.52,,0.83
335,HD 128311,Radial Velocity,2,921.53800000,1.740000,16.52,,0.83
336,HD 128356,Radial Velocity,1,298.20000000,0.870000,26.03,4875.00,0.65
337,HD 129445,Radial Velocity,1,1840.00000000,2.900000,67.61,,0.99
338,HD 130322,Radial Velocity,1,10.70871000,0.092500,29.76,5387.00,0.92
